order_id,order_date,customer_id,customer_name,origin_channel,country_region,city,state,postal_code,region,category,sub_category,product_id,sales,quantity,discount,profit
CA-2017-166191,2017-12-05,DK-13150,David Kendrick,Sales,United States,Decatur,Illinois,62521.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004659,408.744,7,0.2,76.6395
CA-2017-158274,2017-11-19,RM-19675,Robert Marley,Facebook,United States,Monroe,Louisiana,71203.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002345,29.0,2,0.0,7.25
CA-2017-123260,2017-08-26,FM-14290,Frank Merwin,Facebook,United States,Los Angeles,California,90032.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002323,176.8,8,0.0,22.984
CA-2018-101007,2018-02-09,MS-17980,Michael Stewart,Sales,United States,Dallas,Texas,75220.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001266,20.8,2,0.2,6.5
CA-2018-146262,2018-01-02,VW-21775,Victoria Wilson,Sales,United States,Medina,Ohio,44256.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000109,89.584,2,0.2,4.4792
US-2020-100930,2020-04-07,CS-12400,Christopher Schild,Facebook,United States,Tampa,Florida,33614.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003832,617.976,3,0.2,-7.7247
CA-2019-145625,2019-09-11,KC-16540,Kelly Collister,Email,United States,San Diego,California,92037.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,3347.37,13,0.0,636.0003
CA-2020-163139,2020-12-01,CC-12670,Craig Carreira,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000290,20.37,3,0.0,6.9258
CA-2018-155040,2018-11-10,AH-10210,Alan Hwang,Email,United States,Brentwood,California,94513.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004469,79.9,2,0.0,35.156
CA-2018-155334,2018-07-30,HA-14920,Helen Andreada,Email,United States,San Francisco,California,94109.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003628,209.93,7,0.0,92.3692
CA-2018-130883,2018-09-26,TB-21520,Tracy Blumstein,Email,United States,Portland,Oregon,97206.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001956,239.8,5,0.2,47.96
CA-2019-110772,2019-11-20,NZ-18565,Nick Zandusky,Facebook,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002001,255.984,2,0.2,54.3966
CA-2017-164973,2017-11-04,NM-18445,Nathan Mautz,Facebook,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000892,360.0,4,0.0,129.6
CA-2019-162138,2019-04-23,GK-14620,Grace Kelly,Sales,United States,Hesperia,California,92345.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001908,99.99,1,0.0,34.9965
CA-2019-129714,2019-09-01,AB-10060,Adam Bellavance,Facebook,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000290,6.79,1,0.0,2.3086
US-2017-119137,2017-07-23,AG-10900,Arthur Gainer,Email,United States,Tucson,Arizona,85705.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003911,1023.936,8,0.2,179.1888
US-2017-119137,2017-07-23,AG-10900,Arthur Gainer,Email,United States,Tucson,Arizona,85705.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002076,479.04,10,0.2,-29.94
CA-2018-125395,2018-06-26,LA-16780,Laura Armstrong,Sales,United States,Taylor,Michigan,48180.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004708,41.9,2,0.0,8.799
US-2018-168935,2018-11-27,DO-13435,Denny Ordway,Email,United States,Pembroke Pines,Florida,33024.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002335,83.976,3,0.2,-1.0497
CA-2020-101798,2020-12-11,MV-18190,Mike Vittorini,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001998,39.98,2,0.0,13.5932
CA-2019-108987,2019-09-08,AG-10675,Anna Gayman,Email,United States,Houston,Texas,77036.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000158,57.584,2,0.2,0.7198
CA-2020-117457,2020-12-08,KH-16510,Keith Herrera,Email,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000158,179.95,5,0.0,37.7895
CA-2017-142048,2017-06-22,JE-15745,Joel Eaton,Email,United States,Louisville,Colorado,80027.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004114,196.752,6,0.2,56.5662
US-2019-123750,2019-04-15,RB-19795,Ross Baird,Facebook,United States,Gastonia,North Carolina,28052.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004659,408.744,7,0.2,76.6395
US-2019-123750,2019-04-15,RB-19795,Ross Baird,Facebook,United States,Gastonia,North Carolina,28052.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004659,291.96,5,0.2,54.7425
US-2017-150574,2017-12-19,MK-18160,Mike Kennedy,Email,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002600,247.8,5,0.2,-18.585
CA-2019-100153,2019-12-13,KH-16630,Ken Heidel,Sales,United States,Norman,Oklahoma,73071.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001772,63.88,4,0.0,24.9132
CA-2018-109638,2018-12-15,JH-15985,Joseph Holt,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004571,899.91,9,0.0,377.9622
CA-2017-134677,2017-10-06,XP-21865,Xylona Preis,Email,United States,San Diego,California,92024.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001445,9.09,3,0.0,1.9089
CA-2017-127691,2017-07-22,EM-14065,Erin Mull,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002567,159.98,2,0.0,57.5928
CA-2017-133753,2017-06-09,CW-11905,Carl Weiss,Facebook,United States,Huntsville,Texas,77340.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000303,63.984,2,0.2,10.3974
CA-2019-169166,2019-05-09,SS-20590,Sonia Sunley,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000991,93.98,2,0.0,13.1572
CA-2020-135307,2020-11-26,LS-17245,Lynn Smith,Email,United States,Gladstone,Missouri,64118.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002399,38.04,2,0.0,12.1728
CA-2018-157812,2018-03-22,DB-13210,Dean Braden,Email,United States,Houston,Texas,77041.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000171,18.392,1,0.2,5.2877
US-2019-139486,2019-05-21,LH-17155,Logan Haushalter,Email,United States,Los Angeles,California,90032.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,66.26,2,0.0,27.1666
CA-2017-140795,2017-02-01,BD-11500,Bradley Drucker,Email,United States,Green Bay,Wisconsin,54302.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001432,468.9,6,0.0,206.316
CA-2017-103849,2017-05-11,PG-18895,Paul Gonzalez,Email,United States,Fort Worth,Texas,76106.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001465,58.112,2,0.2,7.264
CA-2017-135405,2017-01-09,MS-17830,Melanie Seite,Email,United States,Laredo,Texas,78041.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001266,31.2,3,0.2,9.75
US-2019-135720,2019-12-11,FM-14380,Fred McMath,Email,United States,Aurora,Colorado,80013.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001267,119.8,5,0.2,29.95
CA-2020-144694,2020-09-24,BD-11605,Brian Dahlen,Email,United States,Miami,Florida,33180.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002857,17.88,3,0.2,2.4585
CA-2020-106103,2020-06-10,SC-20305,Sean Christensen,Email,United States,Rochester Hills,Michigan,48307.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003832,132.52,4,0.0,54.3332
CA-2019-160745,2019-12-11,AR-10825,Anthony Rawles,Sales,United States,Vancouver,Washington,98661.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001142,316.0,4,0.0,31.6
CA-2020-140844,2020-06-19,AR-10405,Allen Rosenblatt,Sales,United States,New York City,New York,10035.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001101,103.12,8,0.0,10.312
CA-2020-130351,2020-12-05,RB-19570,Rob Beeghly,Email,United States,Columbus,Indiana,47201.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003832,99.39,3,0.0,40.7499
US-2020-119438,2020-03-18,CD-11980,Carol Darley,Email,United States,Tyler,Texas,75701.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003614,27.816,3,0.2,4.5201
CA-2017-157784,2017-07-05,MC-17845,Michael Chen,Email,United States,Jackson,Mississippi,39212.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003911,479.97,3,0.0,163.1898
CA-2018-131534,2018-03-28,AB-10165,Alan Barnes,Email,United States,Los Angeles,California,90036.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002253,166.24,1,0.0,24.936
CA-2017-138527,2017-09-12,BN-11470,Brad Norvell,Sales,United States,Cary,North Carolina,27511.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002399,15.216,1,0.2,2.2824
CA-2017-112158,2017-12-02,DP-13165,David Philippe,Email,United States,New York City,New York,10035.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003628,119.96,4,0.0,52.7824
US-2020-100048,2020-05-19,RS-19765,Roland Schwarz,Sales,United States,Mount Vernon,New York,10550.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001606,299.97,3,0.0,113.9886
CA-2020-131954,2020-01-21,DS-13030,Darrin Sayre,Facebook,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003610,179.97,3,0.0,86.3856
CA-2017-132500,2017-09-08,GZ-14470,Gary Zandusky,Email,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001383,49.98,2,0.0,8.4966
CA-2017-106803,2017-12-29,DC-13285,Debra Catini,Email,United States,Cottage Grove,Minnesota,55016.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001267,119.8,4,0.0,47.92
CA-2017-162775,2017-01-13,CS-12250,Chris Selesnick,Sales,United States,Bossier City,Louisiana,71111.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003174,646.74,6,0.0,258.696
US-2018-157014,2018-10-03,BM-11785,Bryan Mills,Email,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002167,24.0,2,0.2,-2.7
US-2018-157014,2018-10-03,BM-11785,Bryan Mills,Email,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000057,47.984,2,0.2,0.5998
CA-2018-140921,2018-02-03,AA-10375,Allen Armold,Email,United States,Omaha,Nebraska,68104.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004901,149.97,3,0.0,50.9898
CA-2017-151995,2017-10-13,ZC-21910,Zuschuss Carroll,Email,United States,Edmonds,Washington,98026.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001101,25.78,2,0.0,2.578
CA-2020-143686,2020-05-14,PJ-19015,Pauline Johnson,Email,United States,Santa Ana,California,92704.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001838,1399.93,7,0.0,601.9699
CA-2020-101434,2020-06-20,TR-21325,Toby Ritter,Email,United States,Belleville,New Jersey,7109.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002402,239.97,3,0.0,71.991
US-2017-102071,2017-05-09,PG-18820,Patrick Gardner,Email,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003441,67.8,4,0.0,4.068
US-2017-102071,2017-05-09,PG-18820,Patrick Gardner,Email,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000109,167.97,3,0.0,40.3128
CA-2017-107755,2017-02-07,CK-12760,Cyma Kinney,Sales,United States,Linden,New Jersey,7036.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000710,115.36,7,0.0,49.6048
CA-2019-134474,2019-01-05,AJ-10795,Anthony Johnson,Sales,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10001714,191.472,6,0.2,40.6878
CA-2019-116736,2019-01-17,CC-12430,Chuck Clark,Facebook,United States,Concord,New Hampshire,3301.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003628,29.99,1,0.0,13.1956
CA-2019-116736,2019-01-17,CC-12430,Chuck Clark,Facebook,United States,Concord,New Hampshire,3301.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002049,371.97,3,0.0,66.9546
CA-2020-132934,2020-06-20,JE-15475,Jeremy Ellison,Email,United States,New Rochelle,New York,10801.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000927,149.95,5,0.0,14.995
CA-2020-137596,2020-09-02,BE-11335,Bill Eplett,Facebook,United States,Jackson,Michigan,49201.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004666,1928.78,7,0.0,829.3754
CA-2020-102519,2020-11-27,BM-11650,Brian Moss,Sales,United States,Milwaukee,Wisconsin,53209.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001772,143.73,9,0.0,56.0547
CA-2018-111164,2018-04-11,SE-20110,Sanjit Engle,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002473,85.14,3,0.0,34.9074
CA-2017-132962,2017-09-13,JM-15535,Jessica Myrick,Email,United States,Philadelphia,Pennsylvania,19143.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004353,252.0,5,0.2,53.55
US-2020-111745,2020-11-05,RA-19885,Ruben Ausman,Sales,United States,Farmington,New Mexico,87401.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003911,159.99,1,0.0,54.3966
CA-2018-124891,2018-07-31,RH-19495,Rick Hansen,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003033,2309.65,7,0.0,762.1845
US-2018-126214,2018-12-21,JS-15880,John Stevenson,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003198,99.6,1,0.0,36.852
CA-2019-102981,2019-09-06,MO-17500,Mary O'Rourke,Email,United States,New York City,New York,10035.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004761,31.86,2,0.0,11.151
CA-2017-139192,2017-05-27,LC-16885,Lena Creighton,Email,United States,San Francisco,California,94109.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001606,99.99,1,0.0,37.9962
CA-2019-134348,2019-11-12,MS-17710,Maurice Satty,Email,United States,Mesa,Arizona,85204.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003447,31.984,2,0.2,1.999
CA-2019-107216,2019-06-14,PV-18985,Paul Van Hugh,Facebook,United States,San Francisco,California,94122.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001013,29.29,1,0.0,9.6657
CA-2020-140585,2020-12-18,RA-19915,Russell Applegate,Email,United States,Encinitas,California,92024.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003610,119.98,2,0.0,57.5904
CA-2018-142755,2018-09-04,CS-12355,Christine Sundaresam,Email,United States,Roswell,Georgia,30076.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002049,619.95,5,0.0,111.591
CA-2018-125416,2018-11-02,KC-16540,Kelly Collister,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001552,447.93,9,0.0,49.2723
CA-2019-168081,2019-04-24,CA-12055,Cathy Armstrong,Facebook,United States,Houston,Texas,77070.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003174,258.696,3,0.2,64.674
CA-2019-130946,2019-04-08,ZC-21910,Zuschuss Carroll,Email,United States,Houston,Texas,77041.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001990,431.928,9,0.2,64.7892
US-2020-118087,2020-09-09,SP-20620,Stefania Perrino,Sales,United States,Philadelphia,Pennsylvania,19134.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004469,95.88,3,0.2,28.764
US-2020-118087,2020-09-09,SP-20620,Stefania Perrino,Sales,United States,Philadelphia,Pennsylvania,19134.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003174,258.696,3,0.2,64.674
CA-2019-126004,2019-12-04,BM-11140,Becky Martin,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001432,78.15,1,0.0,34.386
US-2019-168620,2019-12-24,RB-19795,Ross Baird,Facebook,United States,Charlotte,North Carolina,28205.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004469,255.68,8,0.2,76.704
CA-2019-119186,2019-05-26,MS-17710,Maurice Satty,Email,United States,Fort Worth,Texas,76106.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000580,63.992,1,0.2,-7.1991
CA-2017-163293,2017-09-08,KC-16255,Karen Carlisle,Sales,United States,Macon,Georgia,31204.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004209,32.97,3,0.0,12.8583
CA-2017-163293,2017-09-08,KC-16255,Karen Carlisle,Sales,United States,Macon,Georgia,31204.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10000023,83.88,4,0.0,30.1968
CA-2020-157651,2020-12-10,HA-14920,Helen Andreada,Email,United States,Philadelphia,Pennsylvania,19120.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003116,14.2,1,0.2,3.3725
US-2020-155425,2020-11-10,AB-10600,Ann Blume,Sales,United States,Tucson,Arizona,85705.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001314,239.952,6,0.2,-35.9928
CA-2020-136672,2020-03-07,MG-17890,Michael Granlund,Facebook,United States,Clinton,Maryland,20735.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004510,49.08,3,0.0,4.908
CA-2019-124485,2019-11-24,NC-18340,Nat Carroll,Email,United States,New York City,New York,10035.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002323,88.4,4,0.0,11.492
US-2017-118486,2017-04-06,SD-20485,Shirley Daniels,Facebook,United States,Philadelphia,Pennsylvania,19143.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004659,116.784,2,0.2,21.897
CA-2020-115994,2020-01-28,BT-11305,Beth Thompson,Facebook,United States,Costa Mesa,California,92627.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000580,239.97,3,0.0,26.3967
CA-2018-126697,2018-09-21,SV-20815,Stuart Van,Sales,United States,Houston,Texas,77041.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004353,151.2,3,0.2,32.13
CA-2018-139731,2018-10-15,JE-15745,Joel Eaton,Email,United States,Amarillo,Texas,79109.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004975,263.88,3,0.2,42.8805
CA-2019-152289,2019-08-26,LC-16930,Linda Cazamias,Sales,United States,Pasadena,Texas,77506.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004571,159.984,2,0.2,43.9956
CA-2017-151708,2017-08-08,MB-17305,Maria Bertelson,Email,United States,Glendale,Arizona,85301.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001767,95.976,3,0.2,-10.7973
CA-2018-100769,2018-05-16,TH-21550,Tracy Hopkins,Facebook,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002402,255.968,4,0.2,31.996
US-2019-108098,2019-10-14,CP-12340,Christine Phan,Sales,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000865,177.0,3,0.0,30.09
CA-2018-140410,2018-11-03,CM-12655,Corinna Mitchell,Facebook,United States,Los Angeles,California,90008.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001109,89.97,3,0.0,37.7874
CA-2020-120761,2020-09-04,AB-10150,Aimee Bixby,Email,United States,Long Beach,New York,11561.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000171,91.96,4,0.0,39.5428
CA-2018-129112,2018-11-29,AW-10840,Anthony Witt,Email,United States,Allen,Texas,75002.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003038,21.48,3,0.2,-0.2685
US-2017-157385,2017-11-23,SC-20095,Sanjit Chand,Email,United States,Los Angeles,California,90004.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003280,29.99,1,0.0,6.2979
CA-2018-131338,2018-08-09,NP-18325,Naresj Patel,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002600,247.8,4,0.0,34.692
US-2019-113509,2019-03-15,PL-18925,Paul Lucas,Facebook,United States,Philadelphia,Pennsylvania,19143.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004855,83.976,3,0.2,-13.6461
CA-2020-108560,2020-07-08,JC-15385,Jenna Caffey,Email,United States,Kent,Washington,98031.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003063,50.0,2,0.0,10.5
CA-2018-157084,2018-12-19,JG-15160,James Galang,Email,United States,Los Angeles,California,90049.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002049,1265.85,3,0.0,556.974
CA-2019-106530,2019-05-08,CL-12565,Clay Ludtke,Email,United States,Cleveland,Ohio,44105.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001465,58.112,2,0.2,7.264
CA-2018-105221,2018-11-01,VM-21685,Valerie Mitchum,Facebook,United States,Philadelphia,Pennsylvania,19140.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002323,35.36,2,0.2,-3.094
US-2020-132444,2020-11-18,CD-12280,Christina DeMoss,Email,United States,Seattle,Washington,98105.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,132.52,4,0.0,54.3332
CA-2019-128531,2019-11-24,NS-18505,Neola Schneider,Email,United States,Dallas,Texas,75217.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002049,297.576,3,0.2,-7.4394
CA-2019-128531,2019-11-24,NS-18505,Neola Schneider,Email,United States,Dallas,Texas,75217.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003023,94.992,2,0.2,-2.3748
CA-2019-107615,2019-03-22,RB-19645,Robert Barroso,Sales,United States,North Las Vegas,Nevada,89031.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001013,58.58,2,0.0,19.3314
US-2019-158708,2019-06-26,AB-10255,Alejandro Ballentine,Facebook,United States,Plano,Texas,75023.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003133,13.616,2,0.2,3.5742
CA-2018-156335,2018-09-25,PO-19195,Phillina Ober,Facebook,United States,Bayonne,New Jersey,7002.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002006,63.96,4,0.0,19.8276
US-2018-123218,2018-12-20,KD-16345,Katherine Ducich,Email,United States,Chicago,Illinois,60623.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000736,255.968,4,0.2,51.1936
CA-2019-106894,2019-02-07,CA-12265,Christina Anderson,Email,United States,Springfield,Virginia,22153.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003063,100.0,4,0.0,21.0
CA-2018-130204,2018-09-03,DB-13120,David Bremer,Sales,United States,San Francisco,California,94122.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003038,17.9,2,0.0,3.401
CA-2018-130204,2018-09-03,DB-13120,David Bremer,Sales,United States,San Francisco,California,94122.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003590,129.45,5,0.0,46.602
CA-2020-152807,2020-10-30,MC-18100,Mick Crebagga,Email,United States,Philadelphia,Pennsylvania,19140.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001142,442.4,7,0.2,-55.3
CA-2017-139017,2017-05-11,RM-19375,Raymond Messe,Email,United States,Houston,Texas,77095.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001013,46.864,2,0.2,7.6154
CA-2019-129686,2019-11-27,GG-14650,Greg Guthrie,Sales,United States,Chicago,Illinois,60623.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001266,62.4,6,0.2,19.5
CA-2019-124667,2019-11-11,BD-11770,Bryan Davis,Email,United States,New York City,New York,10011.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003447,59.97,3,0.0,14.9925
CA-2020-166317,2020-09-22,JE-15610,Jim Epp,Sales,United States,Milwaukee,Wisconsin,53209.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004510,98.16,6,0.0,9.816
CA-2018-154326,2018-02-15,RP-19855,Roy Phan,Sales,United States,Kenosha,Wisconsin,53142.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004568,139.95,5,0.0,26.5905
CA-2020-158379,2020-09-22,JA-15970,Joseph Airdo,Email,United States,Philadelphia,Pennsylvania,19134.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002926,79.984,2,0.2,22.9954
US-2019-116729,2019-12-25,GK-14620,Grace Kelly,Sales,United States,Los Angeles,California,90049.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001465,254.24,7,0.0,76.272
US-2020-113852,2020-07-29,GW-14605,Giulietta Weimer,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003027,90.57,3,0.0,11.7741
CA-2018-160472,2018-07-20,RK-19300,Ralph Kennedy,Email,United States,South Bend,Indiana,46614.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002253,831.2,5,0.0,124.68
